# 2023/12/04 - 15:38 | PDB: 48.23 | UniProt: 2024.01
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
1nms	A	P42574	8033452	8021072
1m72	B	P89116	8036327	8023948
4d3z	A	G3I1H5	8104075	8049301
5fc2	B	G0SHM3	8104077	8051696
7d5y	A	A0A023NA98	8104173	8104172
2oa4	A	Q5LST8	8035044	8022664
1p5u	A	P26926	8034615	8022235
1ze3	C	P31697	8035665	8023285
2crb	A	Q8VCQ3	8039233	8026854
2vdf	A	Q9AE79	8037490	8025111
2nup	C	O75396	8061915	8061914
3cue	A	Q03784	8090320	8045357
1to6	A	P57098	8040338	8027959
5k94	A	Q8X996	8100288	8100287
1aa0	A	P10104	8091029	8091028
4qbu	A	C0JRE5	8055864	8055863
1o6d	A	Q9WZU8	8037298	8024919
1v6z	A	Q5SKI6	8043011	8030632
5ap8	A	Q9UWV6	8045268	8045173
5apg	A	E1QU22	8057033	8045174
4pzk	A	A0A6L7HQJ3	8081242	8081241
5fai	A	Q92979	8084459	8084458
6uev	A	A0A182A739	8093444	8093443
3nk6	A	P52391	8095895	8095893
1l8f	A	Q8J0K8	8032465	8020085
1bw3	A	P28814	8042513	8030134
4jp6	A	U5HK42	8079681	8079680
5glx	A	G2QVH7	8081136	8081135
1a0p	A	P0A8P8	8036959	8024580
1kbu	A	P06956	8040148	8027769
1k4t	A	P11387	8042712	8030333
4aco	A	P32504	8053766	8046150
4hpq	B	C5DEB9	8091085	8045625
4f55	A	P0A3V0	8091107	8049596
1xez	A	P09545	8091097	8047657
3dee	A	Q5F5I0	8091376	8045666
1h0h	A	Q934F5	8042323	8029944
3oug	A	Q5NF56	8074914	8074913
6sdr	A	Q72EJ1	8101090	8101089
4yj1	A	Q57ZF2	8091267	8045638
1vqo	J	P29198	8032632	8020252
6lkq	0	S1EW51	8100808	8100807
7otc	J	A0A140N598	8107412	8107411
1jmu	A	P11077	8091411	8091410
1oki	A	P53674	8037587	8025208
1nps	A	P02966	8041061	8028682
1bhu	A	P01077	8041070	8028691
3hzb	A	A5FC88	8071342	8071341
5cq9	A	Q8ZQC8	8091425	8045847
1q60	A	Q9ESZ8	8042165	8029786
1uwk	A	P25080	8091450	8003578
4ohy	A	P52874	8091492	8048771
3q5d	A	Q8WXF7	8019678	8019677
5tqb	A	G0SFC3	8077111	8077110
6lkq	W	L3C159	8098030	8098029
6xyw	Ad	Q8VY61	8100276	8100275
7nhk	I	A0A4U4BZI1	8103064	8103063
7nhn	I	P61055	8103130	8103129
7paj	c	P75579	8107624	8107623
4m5d	A	P53254	8053729	8046927
2fzc	B	P0A7F3	8041529	8029150
4by2	A	Q9VI72	8091560	8049167
3c2q	B	Q6LXX7	8091571	8091570
1t1e	A	Q8RR56	8039879	8027500
4nre	A	O15296	8101096	8101095
4r3d	A	K9N638	8091712	8051167
3da1	A	Q9KDW6	8091748	8046314
4ypt	A	P0C6X9	8091732	8091731
1zhc	A	O25839	8091784	8045738
1yxb	A	Q9EWK0	8035010	8022630
1nsq	A	P08879	8035301	8022921
2b8q	A	Q5UQL3	8037740	8025361
2hvd	A	P15531	8042449	8030070
3v0r	A	P79085	8091789	8045744
2noj	B	A0A0H3JUX1	8034814	8022434
1fse	A	P11470	8032392	8020012
1a04	A	P0AF28	8036641	8024262
1gxq	A	P0AFJ5	8039254	8026875
1l3l	A	P33905	8041021	8028642
2d1v	A	P37478	8075571	8075570
2k4j	A	Q9ZMR6	8075575	8075574
2hwv	A	Q836C2	8075577	8075576
2pmu	A	Q7D9B8	8076219	8076218
2m1b	A	A0A654L8N9	8096916	8096915
7e92	A	Q87HP4	8103032	8103031
7ve4	A	A0A1Q8DEZ3	8107522	8107521
4ftf	A	Q9KRD9	8091941	8045757
5zdh	P	E3PJ88	8091942	8088914
4wlp	B	Q6P4R8	8091998	8091997
3p4h	A	B1L4V6	8092048	8048542
4v4z	AU	P80382	8101581	8101580
1pgs	A	P21163	8041101	8028722
1pgs	A	P21163	8041103	8028724
6q04	A	K0BRG7	8092530	8092529
6nzk	A	Q696P8	8092588	8092587
2eey	A	Q5L3F4	8074840	8074839
1ysj	A	P54955	8034927	8022547
1eiw	A	O26638	8044056	8031678
2jok	A	Q63K41	8034713	8022333
4qq0	A	O84671	8092169	8046784
3j6d	g	P41786	8092191	8049143
1ddt	A	P00588	8036997	8024618
1s21	A	Q9K2L5	8039093	8026714
4xsg	B	Q8KNY0	8084121	8084120
4fk7	A	Q4MV79	8088442	8088441
1whu	A	Q8K1R3	8043555	8031177
4bin	A	P63883	8092182	8046923
4aqz	A	Q70M91	8092186	8092185
1tdp	A	P38582	8040131	8027752
1yj7	A	Q8VQD3	8092190	8092188
2waq	N	B8YB63	8063362	8063361
7oqy	N	P39472	8104301	8104300
1pfv	A	P00959	8038699	8026320
1ykg	A	P38038	8034651	8022271
1yob	A	P00324	8034804	8022424
1rtt	A	Q9I4D4	8038968	8026589
2fz5	A	P00321	8041520	8029141
1czn	A	P10340	8044076	8031698
1d4a	A	P15559	8044090	8031712
2rg1	A	P0A8G6	8066681	8066680
2wc1	A	P52967	8068845	8068844
2m6r	A	P65367	8077835	8077834
3u7r	A	A1B9E3	8084518	8084517
6jxn	B	G9QLG5	8095111	8095110
3dza	B	A6TE93	8092291	8045834
1t77	A	P50851	8042417	8030038
1hb6	A	P07107	8039478	8027099
2lmk	A	Q3LHH8	8092295	8045835
5czz	A	J7RUA5	8092302	8045839
2owy	A	Q9HYX7	8092307	8045842
4qbu	A	C0JRE5	8055868	8055867
6smd	B	Q7N385	8101068	8101067
2inc	C	O87799	8042805	8030426
2okl	A	Q819K2	8064292	8064291
3g5k	A	Q9HBH1	8064322	8064321
5hgw	A	B1YSH1	8064332	8064331
4wxk	D	Q4QMV6	8074770	8074769
6jex	A	B0VNL8	8094789	8094788
1xfj	A	Q9AAV3	8041850	8029471
6dku	A	G9JKD1	8092342	8084380
4p6v	E	Q9X4Q7	8092390	8050483
4zqa	A	Q8BR65	8092348	8051028
1wj7	A	Q80X50	8033144	8020764
2k0b	X	Q13501	8034756	8022376
1pgy	A	Q06677	8038740	8026361
2cp9	A	P43897	8039184	8026805
1whc	A	Q922Y1	8043546	8031168
1wji	A	Q9H7E2	8043613	8031235
2lxe	A	Q8W595	8053474	8044848
2rru	A	Q64337	8084768	8084767
5es1	A	Q96L34	8090057	8067074
2hak	D	Q9P0L2	8090067	8067076
4bfm	A	Q61846	8090098	8090096
4dbg	B	Q96EP0	8092498	8045974
2ev1	A	P9WMU9	8092577	8045994
4rsc	B	Q28175	8092354	8051041
5u8y	C	Q7S860	8092356	8063118
1ujr	A	Q9CZW6	8042859	8030480
6mhy	A	P55917	8092545	8079721
3x29	A	Q9ET38	8092546	8048283
1y7p	B	O28869	8034167	8021787
1s8n	A	P9WGM3	8039299	8026920
1dz3	A	P52934	8044042	8031664
1a2o	A	P04042	8044048	8031670
4myr	A	Q92YL8	8057737	8017854
4n0p	A	Q9A495	8057740	8017855
4hnr	A	Q6BBK6	8072796	8072795
3kcn	A	Q7UJS6	8072808	8072807
3jte	A	A3DCZ0	8072810	8072809
4le2	D	O34723	8072846	8072845
3cg0	B	Q311G8	8072860	8072859
3gwg	A	P71403	8072886	8072885
3f6c	A	P0ACZ4	8072900	8072899
3hdv	D	Q88QX9	8074339	8074338
3kht	A	Q2SI73	8074341	8074340
3lua	A	A3DK02	8074349	8074348
2msw	A	Q2N9L8	8075475	8075474
2j48	A	Q9KHI5	8075477	8075476
5lwl	B	A0A247D6V9	8096610	8096609
7cfw	A	Q9I3B1	8103510	8103509
1j2m	A	O18734	8032226	8019846
5huq	A	F9USS9	8091608	8045706
1ozj	A	P84022	8038018	8025639
6h3r	A	B7Z5N5	8093890	8093889
3may	B	O53654	8091614	8045713
1afj	A	P04129	8035497	8023117
1cpz	A	Q47840	8035510	8023130
1mwz	A	P37617	8043862	8031484
6ogi	v	D7XH79	8093520	8093519
2osa	A	P15882	8079461	8079460
5jcp	B	Q8WWN8	8079473	8079472
3wps	A	Q9H0H5	8079475	8079474
3v68	A	Q8TZE5	8091653	8045726
2q3n	A	Q9M6E9	8035203	8022823
1d6a	A	P10297	8036981	8024602
3bwh	A	D0VWS7	8071060	8071059
4p2c	A	Q7WUF4	8073996	8073995
1nza	A	Q7SIA8	8033757	8021377
3mhy	A	P70731	8074417	8074416
2fef	B	Q9I1R6	8040829	8028450
5ewn	B	Q82452	8091689	8051124
2p0m	A	P12530	8035298	8022918
1hpl	A	P29183	8041077	8028698
1lpb	B	P16233	8041084	8028705
6e7d	U	Q99JB4	8065452	8065451
4uxm	A	P83514	8065454	8065453
2ox8	A	Q5KU26	8065472	8065471
5mgs	H	Q12918	8065474	8065473
5k8y	A	Q8VBX4	8065492	8065491
5f2q	A	P83519	8065522	8065521
2kv3	A	Q9BYZ8	8065526	8065525
1kza	1	P08661	8072467	8072466
5anp	A	G2EA44	8092836	8046089
4d7l	B	Q6NEL2	8074850	8074849
1und	A	O75366	8040940	8028561
1ux5	A	P41832	8035262	8022882
1jxh	A	P55882	8037435	8025056
1tyy	A	Q8ZKR2	8042733	8030354
3i3y	A	A6T989	8075347	8075346
4wjm	A	Q2YNY7	8075355	8075354
5kb6	A	P55264	8082118	8082117
3hj6	A	B8CZ52	8082128	8082127
3lhx	A	A0A0H2V4A7	8085650	8085649
3ktn	A	Q837J7	8085654	8085653
2qhp	A	Q8A6W9	8085656	8085655
3kd6	B	Q8KDR9	8089430	8089429
6k92	B	E9BLM4	8097710	8097709
2ffm	A	A0A0H3JRL4	8040865	8028486
1wko	A	P93003	8077423	8077422
5byh	M	R4YEY9	8092900	8047636
6e1o	A	Q4WA18	8099514	8099513
1ih7	A	Q38087	8033949	8021569
1azs	B	P26769	8035576	8023196
1jih	A	Q04049	8035585	8023205
2rki	A	P04585	8036908	8024529
1qtm	A	P19821	8037492	8025113
1xr5	A	P03303	8044132	8031754
3n6l	A	D3K0N8	8071545	8071544
5o5l	A	X8CHM4	8079317	8079316
3wbz	E	3WBZ_E	8090900	8090899
4iob	A	Q9I4L5	8100532	8100531
5szj	B	Q6ZW33	8092903	8047250
5gjw	E	P19518	8092550	8049332
6ov2	A	O95484	8094771	8094770
6akf	C	Q9Z0G9	8100758	8100757
7tnm	D	Q8VHX0	8107312	8107311
1vd4	A	P29083	8043056	8030677
2ki7	B	Q8U0H6	8057025	8045167
1zzf	A	P03120	8036448	8024069
4kpo	A	B6T563	8080171	8080170
2c40	A	Q81QM4	8088619	8088618
4a01	B	P21616	8092366	8051004
1rl1	A	Q9Y2Z0	8040754	8028375
4rzk	A	Q97W19	8085830	8085829
1x5m	A	Q9HB71	8102961	8046632
2gts	A	O24902	8034116	8021736
1sb0	A	P45481	8041523	8029144
2k0n	A	P19659	8057055	8046444
1wuu	A	P51570	8043717	8031339
2g3v	A	P97227	8092642	8046011
6u7k	A	Q91AV1	8092713	8092712
1enw	A	P07273	8036681	8024302
6u7k	A	Q91AV1	8092715	8092714
1r76	A	Q9X592	8038773	8026394
3rj2	X	Q5YFA7	8092773	8092772
2fcw	A	P30533	8040777	8028398
2n3d	A	Q9A753	8092792	8046063
1j3i	B	P13922	8032249	8019869
1vdr	A	P15093	8032729	8020349
1kmv	A	P00374	8040487	8028108
4m7v	A	Q834R2	8068943	8068942
6cxm	A	I7FC10	8068955	8068954
4tu5	X	A0A0M3KKX1	8068963	8068962
3jtw	A	Q03E11	8086279	8086278
3ky8	A	A3QB00	8086281	8086280
2gd9	B	P37508	8086283	8086282
1v54	F	P00428	8035432	8023052
1h7v	A	Q9XG40	8036348	8023969
1brf	A	P24297	8039205	8026826
1lko	A	P24931	8043045	8030666
2gmg	A	Q8U362	8056281	8003101
2v3b	B	Q9HTK8	8068779	8068778
1y07	C	O83795	8102717	8102716
3rub	L	P00876	8035389	8023009
1j34	A	Q7LZ71	8032237	8019857
1t8d	A	P06734	8032471	8020091
1mpu	A	P26718	8032823	8020443
1v4l	A	Q6TPH0	8035406	8023026
1g1t	A	P16581	8035760	8023380
1c3a	A	Q8AV97	8037055	8024676
1fvu	B	P22030	8037061	8024682
1wcr	A	P69791	8078911	8078910
2vfr	A	Q9ZBU1	8057017	8045165
3f2e	A	D0VX05	8093084	8047331
3juc	A	Q9BVM4	8088106	8088105
2ayj	A	Q980V5	8033506	8021126
4v4b	BY	P49166	8080044	8080043
5t7v	LE	A0A1Q8DAT0	8081581	8081580
3ow2	Y	A0A0X1KGB4	8082493	8082492
6lkq	i	D7XI28	8093522	8093521
6v3a	Z	B7I7A4	8094090	8094089
6tmf	Z	A0A218P0A5	8094691	8094690
4v6u	Be	Q8U0P5	8100264	8100263
4v3p	Lm	D8L9P6	8101403	8101402
5it7	mm	Q9Y854	8101763	8101762
6wu9	3	P59628	8103392	8103391
6wu9	2	Q836R0	8103430	8103429
7nwi	m	A0A6P4TG29	8103891	8103890
7nsp	0	H4J6G2	8103931	8103930
7nsp	1	T9DEE3	8104031	8104030
7m4v	0	A0A7U4DFF9	8104241	8104240
7r81	r1	Q7S1Z1	8105898	8105897
7ot5	b	F4V7X5	8106158	8106157
7q0p	AN	A0A1D8PL68	8107498	8107497
7p6z	y	P75238	8107612	8107611
2ztn	A	Q1AHU7	8093112	8050977
3rkd	A	P33426	8093125	8050976
5o5j	F	A0A8B4QKV6	8066499	8066498
5v93	f	A0A045JVY9	8096044	8096043
7qgn	5	C3SFQ7	8107228	8107227
2a10	A	P73407	8036519	8024140
2a1b	A	P72761	8036534	8024155
4ppd	B	P0A1C7	8081340	8081339
5d6v	A	H9L478	8081342	8081341
3sss	A	Q8DKB3	8081346	8081345
5bq9	A	Q5ZVE4	8093171	8093170
4ayb	B	B8YB55	8073729	8073728
4c24	A	A0A0H2US48	8073673	8073672
4cid	A	Q8BH64	8093356	8046291
1vpr	A	O77206	8032407	8020027
1kt7	A	P18902	8032421	8020041
1e5p	A	P09465	8032585	8020205
1lf7	A	P07360	8041276	8028897
6j3d	A	E0U503	8093750	8093749
6ei0	N	A0A1H2BDT0	8061807	8061806
1tba	A	P51123	8036744	8024365
6jho	A	O25261	8098134	8098133
2iay	A	F9UQB2	8034459	8022079
3qe7	A	P0AGM7	8092936	8048341
3ltl	A	Q9Y6D6	8080822	8080821
4drb	C	Q8IYD8	8092968	8046146
1fyj	A	P07814	8032467	8020087
5xyu	O	A0QVQ3	8072635	8072634
6o8w	o	A0A1B4XRW3	8096492	8096491
7nsq	o	E9YUR8	8104275	8104274
4jn6	C	P9WMK5	8101078	8101076
4mh6	A	Q87P49	8092984	8049313
3pmr	B	P51693	8072399	8072398
1e8c	B	P22188	8091453	8003702
1xw3	A	Q9BYN0	8033419	8021039
1vz0	A	Q72H91	8041556	8029177
1xmp	A	A0A6L7HA71	8044023	8031645
3lp6	D	P9WHM1	8059311	8059310
3rlk	A	Q8LTE1	8093011	8046185
3a2a	A	Q96D96	8093007	8046178
2qsb	A	Q9HKJ8	8036365	8023986
2lon	A	Q9P298	8093015	8046180
5a8w	F	A0A1C7D1E5	8094333	8094332
3njq	A	P88911	8101587	8101586
1pkl	G	Q27686	8042557	8030178
5yhh	A	A0A150NEL9	8080026	8080025
2p1a	A	Q739H9	8035317	8022937
2fup	A	Q9HYP4	8041380	8029001
1jjc	B	Q5SGX1	8037047	8024668
1z9d	A	P65938	8035434	8023054
2bne	B	P0A7E9	8038364	8025985
2buf	A	Q9HTN2	8038632	8026253
2jj4	A	Q6V1L5	8084034	8084033
2w21	A	P0A7B5	8089067	8089066
5zb1	A	Q2HR75	8093042	8093041
3gnu	P	Q9SPD4	8093061	8047425
3fh3	B	A0A6L8PES2	8086621	8047338
2o14	A	P42304	8034966	8022586
4o8v	A	Q88ND3	8093022	8046201
4lki	A	V5IRV5	8087876	8087875
6cnv	A	U3RVK6	8087898	8087897
6v46	C	P03456	8094132	8094131
3rfr	I	Q9KX36	8095944	8095941
3chx	I	Q9KX50	8095940	8095937
1ihg	A	P26882	8033951	8021571
2hr2	A	Q8KAL8	8034255	8021875
2ond	A	Q99LI7	8035158	8022778
2pqr	B	P40515	8035997	8023617
1hz4	A	P06993	8036558	8024179
1p5q	A	Q02790	8038046	8025667
4p3f	A	Q9UHB9	8053751	8046407
2uwj	G	P95435	8053882	8044951
2dba	A	Q9H3U1	8079992	8079991
3mkr	A	Q28104	8095919	8046375
3mkr	B	Q27954	8095920	8048956
4f7a	A	A6L2F0	8097132	8097131
7rj5	D	C3SYV7	8106140	8106139
4v52	B4	P0A7Q6	8035391	8023011
5xym	4	A0QSL4	8083308	8083307
5myj	B8	A2RNN0	8083314	8083313
3j6b	0	O14464	8083318	8083317
5ool	4	Q9P0J6	8083324	8083323
6xyw	AE	Q8W464	8093966	8093965
6ztp	B6	A0A2X1PTA3	8096700	8096699
7qgu	f	A0A199WAC7	8106784	8106783
2kj1	C	Q9WD75	8101154	8046434
2a6t	A	O13828	8036072	8023692
6so5	C	O00258	8101854	8101853
1o98	A	Q9X519	8033895	8021515
1hdh	A	P51691	8036420	8024041
4uph	A	B9JE48	8090532	8045402
6b0j	B	A0A063KPH1	8090546	8081863
5g2v	A	Q89YS5	8090548	8085214
4upi	A	Q5LLA5	8090550	8085985
3v6i	X	Q5SIT5	8101875	8046464
1h7c	A	O75347	8039434	8027055
2l3l	A	Q15814	8092849	8046095
1slm	A	P08254	8032420	8020040
1lbu	A	P00733	8036761	8024382
1rr7	A	P23848	8002255	8002254
2o3f	A	Q45581	8002267	8002266
1mij	A	P29617	8002338	8002337
1bl0	A	P0ACH5	8002456	8002455
1ofc	X	Q24368	8017608	8002284
2hku	A	Q0SB15	8056392	8056391
2i10	B	Q0RX74	8056421	8056420
1zk8	A	Q815X4	8056430	8056429
2np3	B	Q9RCV4	8056451	8056450
1qft	A	O77421	8042636	8030257
1b56	A	Q01469	8042653	8030274
1adl	A	P04117	8042656	8030277
1avg	I	Q27049	8042677	8030298
4kh8	A	Q838Q9	8052623	8052621
4nw4	A	Q838R0	8052626	8052624
3rwx	A	Q5LBW6	8052647	8049429
4gzv	D	A7LRD6	8052650	8050734
5bvt	A	A0A0K0MJ13	8062809	8062808
4xmc	A	Q6PQK2	8085240	8085239
4ge1	C	Q86PT9	8085242	8085241
3kza	B	P02758	8106220	8106219
3ibz	A	Q9KY22	8094209	8050136
2uub	J	Q5SHN7	8044019	8031641
6ogg	O	D7Z9F4	8095183	8095182
6vu3	P	A0A069XEJ0	8096068	8096067
4uer	J	A0A0J9X213	8096254	8096253
2mew	A	B1LBP1	8097226	8097225
5xxu	U	B6KQG9	8097296	8097295
5jbh	L	P61885	8098822	8098821
6wua	j	Q839G5	8103478	8103477
7ls2	C3	P60867	8105798	8105797
4zxs	B	P10215	8093309	8050817
5ys3	A	A8ALU5	8095819	8095818
4d9o	A	Q91DD5	8095832	8048160
1m5h	A	O28076	8041623	8029244
4uy3	A	A7X3E7	8095833	8047841
4uy3	A	A7X3E7	8095836	8095835
4uxv	A	O34894	8095840	8095839
6xqn	A	D6WIX5	8097610	8097609
1jsd	A	Q91CD4	8034559	8022179
3lzf	A	Q9WFX3	8087726	8087725
1rv0	H	Q82500	8087740	8087739
4bh2	A	Q5EP31	8087756	8087755
2fk0	A	Q1KHJ8	8087758	8087757
3m6s	A	C5MV42	8087798	8087797
5xl1	A	P19696	8087810	8087809
1mql	A	P03442	8087812	8087811
4unw	C	Q82847	8087822	8087821
6aoq	A	B2VNK2	8087846	8087845
6aop	A	I6UCL3	8087850	8087849
4bsi	A	G0KQM4	8087862	8087861
4bsa	A	M4YV75	8087868	8087867
6d8b	A	A0A2I7YV81	8087870	8087869
3up6	B	A7M1U4	8102572	8048038
3liu	A	A6LHQ4	8102573	8048039
4h40	B	Q5LBF9	8102577	8051206
5nf3	A	B2RHG1	8102580	8051306
1v64	A	P25976	8041185	8028806
4s2q	D	Q04887	8073210	8073209
3u2b	C	Q06831	8073214	8073213
2e6o	A	O60381	8073224	8073223
6jrp	A	Q96RK0	8095777	8095776
1sj7	A	P26039	8039487	8027108
1ps9	A	P42593	8017586	8001461
1tv5	A	Q08210	8044637	8044636
1vcf	A	Q746I8	8058047	8058046
1vji	A	Q8LAH7	8058072	8058071
4naf	B	Q5L3C1	8064076	8064075
6s0g	B	M2XAQ9	8098064	8098063
2l7h	A	O28769	8033490	8021110
1fmt	A	P23882	8057639	8002486
4kjm	A	Q8NWQ6	8044176	8031798
5cbo	A	P38507	8091649	8091647
2v71	B	Q78PB6	8102727	8046600
1va0	A	Q5SKH6	8057832	8057831
1xaa	A	Q5SIY4	8032767	8020387
2ayq	A	P12010	8032793	8020413
1t0l	A	O75874	8039863	8027484
1wpw	A	P50455	8043679	8031301
6c0e	A	Q5ZXB6	8073647	8073646
3dms	A	Q3JV82	8073649	8073648
3blx	P	P28241	8073661	8073660
3flk	A	Q51945	8076915	8076914
2b0t	A	P50216	8077777	8077776
2hi1	A	P58718	8078254	8078253
4jqp	A	B2JVC5	8078258	8078257
6ajc	F	Q4E4L7	8094038	8094037
6xxy	A	P43860	8094709	8094708
6ixt	B	A0A096P8D3	8096116	8096115
4yb4	C	Q72IW9	8099910	8099909
6lky	A	Q602J2	8102184	8102183
2cwo	B	Q08545	8102732	8046527
1qiu	A	P03275	8041207	8028828
6itx	D	O11424	8098100	8098099
2iaf	A	Q5WYB1	8057693	8003465
1h7w	A	Q28943	8001525	8001472
1fxr	A	P00210	8035276	8022896
1jnr	B	O28604	8037223	8024844
3c8y	A	P29166	8039792	8027413
2fug	3	Q56223	8041348	8028969
4v4e	N	P80564	8041469	8029090
2vpw	B	Q72LA5	8087201	8087200
6vpv	3	K9Z1N0	8103775	8103774
4v6u	BY	Q9HH78	8077497	8077496
1t56	A	P9WMC1	8056466	8056465
4x1e	A	P0ACU3	8057015	8050810
1umq	A	Q53228	8057537	8002275
2cqq	A	Q96KC8	8057550	8002299
1fex	A	Q9NYB0	8057566	8002307
1h88	C	P06876	8057581	8002316
1lfu	P	P41778	8057598	8002361
1b72	A	P14653	8057616	8002400
1bw5	A	P50480	8057617	8002403
9ant	A	P02833	8057618	8002404
1lfb	A	P15257	8057804	8057803
5lux	K	P47902	8070982	8070981
4xrs	G	O60479	8070996	8070995
4rdu	D	P56178	8070998	8070997
3he0	A	Q87TM9	8090085	8045311
3lwj	A	Q0B0W9	8090099	8086617
2rek	A	Q9ADD9	8090111	8087038
3bhq	A	Q98D70	8090117	8049762
3qqa	A	Q7B8P6	8090123	8087048
3knw	B	Q6F8X8	8090137	8046351
4hku	A	Q8Y3M1	8090198	8088735
1d5y	A	P0ACI0	8091563	8002467
7c4p	A	Q8JGS4	8103486	8103485
4bhk	A	Q94IF5	8105539	8047075
3fdq	A	P0DJO8	8106673	8047315
1dj0	A	P07649	8035534	8023154
1piw	A	Q04894	8057512	8057511
1p0f	A	O57380	8057521	8057520
1cdo	A	P26325	8057530	8057529
1h2b	A	Q9Y9P9	8057534	8057533
1v3v	A	Q9EQZ5	8057559	8057558
2d8u	A	Q969Q1	8033739	8021359
2dja	A	Q9UJV3	8033771	8021391
3q1d	A	Q9BYV2	8062659	8062658
5k3q	B	Q0PF16	8062665	8062664
3nis	B	P19812	8095823	8050005
3ny1	B	Q8IWV7	8095825	8050007
4v7p	AT	P62661	8101559	8101558
2m1j	A	Q9GJY2	8102521	8046485
1zpw	X	Q746F4	8036120	8023740
4qr0	A	Q99YS8	8086630	8086629
5g4d	A	B6YTB8	8087463	8087462
2f1f	A	P00894	8003871	8003870
2j0w	A	P08660	8042960	8030581
2qsw	A	Q831K6	8057815	8018387
3lgh	C	O25896	8074828	8074827
3mgj	A	Q58875	8091568	8045960
2wsc	H	P22179	8102523	8051251
7dz7	H	P13352	8104297	8104296
7wfd	AH	Q9SUI6	8107010	8107009
3mmc	A	Q59109	8039717	8027338
1vlr	B	Q9DAR7	8041506	8029127
5nfi	B	B2RHG2	8102534	8087124
4qdg	B	Q8A4E2	8102540	8051301
5cag	A	A7LXW1	8102544	8046531
2hfd	A	P19931	8042271	8029892
1m2a	B	O66511	8043227	8030848
1xwa	A	Q9V429	8044186	8031808
1thx	A	P20857	8044360	8031982
1b48	A	P24472	8044400	8032022
4llr	A	O96763	8054253	8054252
2fy6	A	Q9JWM8	8057701	8003930
1ewx	A	O96438	8057884	8057883
1zof	A	P56876	8057932	8057931
2p0g	D	Q9KTC1	8060416	8060415
3l78	A	Q8DU17	8064356	8064355
3gkx	A	Q5L9Z8	8064358	8064357
6g2j	S	Q9CQ75	8065223	8065222
4fiw	A	H7C6B5	8066764	8066763
4tr0	A	A8MJH2	8066770	8066769
1wry	A	O75368	8088093	8088092
6slo	B	A0A064CXU8	8096058	8096057
6x89	A2	A0A1S3TVC7	8096544	8096543
6x89	V2	A0A1S3U769	8096546	8096545
5xtb	O	P19404	8098560	8098559
7dil	A	Q7KXR4	8105880	8105879
4xvs	G	H9DP89	8080357	8080356
2b4c	G	Q75760	8080359	8080358
3j5m	A	Q2N0S6	8080371	8080370
4rx4	E	Q8JDI3	8080373	8080372
2bf1	A	Q07374	8080399	8080398
3jcb	I	A0A3B6UDT5	8096750	8096749
6ck9	G	E1ADR9	8097660	8097659
7lu9	e	M4M097	8102861	8102860
6wix	G	Q0H5Z3	8103400	8103399
7ska	Y	Q6TAN8	8106974	8106973
7n28	F	I6NF57	8107256	8107255
1tg6	A	Q16740	8032508	8020128
1on3	A	Q8GBW6	8034100	8021720
1y7o	A	P63788	8034159	8021779
1yg6	A	P0A6G7	8034397	8022017
3bpt	A	Q6NVY1	8053622	8044876
2a7k	B	Q9XB60	8058001	8058000
2ppy	A	Q5KYF9	8059918	8059917
6spd	Z	E2RXU1	8095147	8095146
6s0z	X	W8UVN7	8095165	8095164
6ys3	2	P0AG51	8096372	8096371
7nso	Z	A0A1X3K2S4	8103755	8103754
7tos	L30	A0A829DYV7	8107548	8107547
1r0k	A	Q9X5F2	8056159	8091676
4zc1	A	A3M692	8077703	8077702
3u80	A	D6ZTY6	8077709	8077708
2c5s	A	Q81KU0	8039422	8027043
1wu9	A	Q15691	8054350	8018824
4e61	A	P40013	8054352	8018829
1p7b	A	P83698	8017693	8003429
1x31	A	Q50LF0	8091776	8091774
1r0d	A	O75146	8038666	8026287
3fh2	A	Q8NMA0	8075780	8075779
2y1r	D	P37571	8082865	8082864
1pj5	A	Q9AGP8	8001552	8001438
1x31	C	Q50LE9	8090858	8045654
1x31	A	Q50LF0	8091775	8091774
2k2v	A	Q8YY42	8102752	8046589
1lvl	A	P09063	8056241	8056239
2f8n	K	Q8CGP6	8032864	8020484
2byk	A	Q9V452	8038896	8026517
1tzy	C	P84229	8040595	8028216
1r4v	A	O66665	8057997	8018988
5gt0	D	P62807	8066267	8066266
3x1v	D	P70696	8066275	8066274
2nqb	D	P02283	8066277	8066276
5gsu	D	Q96A08	8066281	8066280
2pyo	C	P84051	8067128	8067127
5b40	A	Q71DI3	8070531	8070530
5xm1	E	P84244	8098960	8098959
6t9k	G	Q12030	8099152	8099151
6m2m	E	O81826	8101485	8101484
7c7x	B	Q9LQQ4	8101747	8101746
7d69	C	A8BHS7	8104271	8104270
7d69	F	A8BUJ9	8104273	8104272
1ilo	A	O26981	8036650	8024271
1k0d	C	P23202	8037727	8025348
1r4w	A	P24473	8040325	8027946
2fa8	A	A9CKJ2	8040711	8028332
4qfe	C	A0QS88	8059930	8059929
4jyl	D	Q97CA4	8059934	8059933
3t3w	A	G3XAQ0	8067181	8067180
4jfc	A	Q129C0	8067201	8067200
4izb	A	Q5LLW6	8067223	8067222
2zl0	A	P56156	8068475	8068474
4ryf	J	Q9RQI6	8068485	8068484
4u0g	A	P9WPC3	8068493	8068492
3q7h	C	Q83DJ2	8068497	8068496
2iex	A	Q5KVX8	8077577	8077576
